color;symbol;latitude;longitude
red;googlemini;40.004282;116.324365
red;googlemini;40.007666;116.319802
red;googlemini;39.999045;116.326464
red;googlemini;40.003682;116.321240
red;googlemini;40.009715;116.315652
red;googlemini;40.013483;116.296492
red;googlemini;40.013299;116.296718
red;googlemini;40.015871;116.305399
red;googlemini;40.005211;116.312358
red;googlemini;39.989959;116.309714
red;googlemini;39.977044;116.310552
red;googlemini;39.971979;116.317201
red;googlemini;39.971985;116.317197
red;googlemini;39.971758;116.317035
red;googlemini;39.971543;116.317040
red;googlemini;39.971902;116.317057
red;googlemini;39.972062;116.317188
red;googlemini;39.967692;116.314584
red;googlemini;39.962557;116.305480
red;googlemini;39.949737;116.303288
red;googlemini;39.933622;116.303835
red;googlemini;39.937776;116.307084
red;googlemini;39.937792;116.307104
red;googlemini;39.937796;116.307150
red;googlemini;39.937789;116.307188
red;googlemini;39.937795;116.307227
red;googlemini;39.937798;116.307252
red;googlemini;39.937815;116.307267
red;googlemini;39.937834;116.307287
red;googlemini;39.937842;116.307285
red;googlemini;39.937850;116.307290
red;googlemini;39.937850;116.307317
red;googlemini;39.937784;116.306984
red;googlemini;39.937759;116.306993
red;googlemini;39.937697;116.307020
red;googlemini;39.937675;116.307059
red;googlemini;39.937693;116.307096
red;googlemini;39.937706;116.307121
red;googlemini;39.937717;116.307143
red;googlemini;39.937711;116.307172
red;googlemini;39.937712;116.307194
red;googlemini;39.937715;116.307214
red;googlemini;39.937698;116.307244
red;googlemini;39.937696;116.307250
red;googlemini;39.937694;116.307259
red;googlemini;39.937678;116.307244
red;googlemini;39.937683;116.307221
red;googlemini;39.937686;116.307209
red;googlemini;39.937651;116.307209
red;googlemini;39.937625;116.307433
red;googlemini;39.937623;116.307389
red;googlemini;39.937860;116.306964
red;googlemini;39.937888;116.307084
red;googlemini;39.937697;116.307088
red;googlemini;39.937720;116.307076
red;googlemini;39.937730;116.307053
red;googlemini;39.937889;116.307232
red;googlemini;39.938302;116.307846
red;googlemini;39.951879;116.303642
red;googlemini;39.969230;116.300874
red;googlemini;39.979737;116.307848
red;googlemini;39.984313;116.322317
red;googlemini;39.990912;116.330052
red;googlemini;39.990857;116.330038
red;googlemini;39.990825;116.330037
red;googlemini;39.990768;116.330042
red;googlemini;39.990517;116.330011
red;googlemini;39.990524;116.330036
red;googlemini;39.990638;116.330048
red;googlemini;39.990629;116.330184
red;googlemini;39.990498;116.330274
red;googlemini;39.990379;116.330334
red;googlemini;39.990235;116.330498
red;googlemini;39.990377;116.330494
red;googlemini;39.990321;116.330547
red;googlemini;39.990433;116.330261
red;googlemini;39.990371;116.330460
red;googlemini;39.990390;116.330422
red;googlemini;39.990321;116.330379
red;googlemini;39.990387;116.330446
red;googlemini;39.990380;116.330431
red;googlemini;39.990350;116.330438
red;googlemini;39.990334;116.330094
red;googlemini;39.990349;116.330048
red;googlemini;39.990350;116.330005
red;googlemini;39.990348;116.330042
red;googlemini;39.990481;116.329883
red;googlemini;39.999724;116.322108
red;googlemini;40.009549;116.313562
red;googlemini;40.016358;116.308433
red;googlemini;40.013371;116.297440
red;googlemini;39.981397;116.321249
red;googlemini;39.975267;116.327808
red;googlemini;39.973885;116.342763
red;googlemini;39.973916;116.342712
red;googlemini;39.973905;116.342651
red;googlemini;39.974115;116.342634
red;googlemini;39.974120;116.342652
red;googlemini;39.974153;116.342676
red;googlemini;39.974350;116.342936
red;googlemini;39.974321;116.343037
red;googlemini;39.974573;116.343141
red;googlemini;39.974932;116.343222
red;googlemini;39.974796;116.343177
red;googlemini;39.974740;116.343089
red;googlemini;39.974401;116.343215
red;googlemini;39.974561;116.342794
red;googlemini;39.974512;116.342807
red;googlemini;39.975081;116.341902
red;googlemini;39.975261;116.324099
red;googlemini;39.974845;116.309495
red;googlemini;39.977874;116.300837
red;googlemini;39.979767;116.317231
red;googlemini;39.981983;116.326341
red;googlemini;39.981983;116.326352
red;googlemini;39.981976;116.326351
red;googlemini;39.981971;116.326347
red;googlemini;39.981958;116.326354
red;googlemini;39.981948;116.326351
red;googlemini;39.981945;116.326343
red;googlemini;39.981946;116.326332
red;googlemini;39.981952;116.326339
red;googlemini;39.981953;116.326350
red;googlemini;39.981949;116.326348
red;googlemini;39.981946;116.326345
red;googlemini;39.981945;116.326345
red;googlemini;39.981940;116.326340
red;googlemini;39.981935;116.326337
red;googlemini;39.981941;116.326340
red;googlemini;39.981945;116.326341
red;googlemini;39.981947;116.326344
red;googlemini;39.981863;116.321129
red;googlemini;39.981853;116.321131
red;googlemini;39.981850;116.321123
red;googlemini;39.981848;116.321107
red;googlemini;39.981843;116.321100
red;googlemini;39.981828;116.321092
red;googlemini;39.981820;116.321105
red;googlemini;39.981810;116.321123
red;googlemini;39.981806;116.321155
red;googlemini;39.981796;116.321175
red;googlemini;39.981788;116.321174
red;googlemini;39.981797;116.321134
red;googlemini;39.981762;116.321084
red;googlemini;39.981768;116.321087
red;googlemini;39.981781;116.321080
red;googlemini;39.981793;116.321077
red;googlemini;39.981802;116.321066
red;googlemini;39.981808;116.321058
red;googlemini;39.982019;116.321165
red;googlemini;39.990260;116.328103
red;googlemini;39.990864;116.330133
red;googlemini;39.990833;116.330123
red;googlemini;39.990815;116.330112
red;googlemini;39.990823;116.330105
red;googlemini;39.990787;116.330051
red;googlemini;39.990785;116.329809
red;googlemini;39.990787;116.329912
red;googlemini;39.990763;116.329939
red;googlemini;39.990769;116.329950
red;googlemini;39.990773;116.329959
red;googlemini;39.990782;116.329983
red;googlemini;39.990775;116.329997
red;googlemini;39.990531;116.330416
red;googlemini;39.990354;116.330169
red;googlemini;39.990477;116.330181
red;googlemini;39.990468;116.330199
red;googlemini;39.990440;116.330232
red;googlemini;39.990414;116.330178
red;googlemini;39.990403;116.330136
red;googlemini;39.990232;116.329916
red;googlemini;39.999742;116.323384
red;googlemini;40.009658;116.315564
red;googlemini;40.016268;116.307940
red;googlemini;40.013717;116.298120
red;googlemini;40.013472;116.296515
red;googlemini;40.013464;116.296394
red;googlemini;40.013330;116.296618
red;googlemini;40.016547;116.309357
red;googlemini;39.999837;116.312378
red;googlemini;39.989190;116.320942
red;googlemini;39.981822;116.321460
red;googlemini;39.981802;116.321321
red;googlemini;39.981723;116.321322
red;googlemini;39.981740;116.321324
red;googlemini;39.981751;116.321328
red;googlemini;39.981772;116.321341
red;googlemini;39.981708;116.321200
red;googlemini;39.981631;116.321091
red;googlemini;39.981586;116.321290
red;googlemini;39.981599;116.321251
red;googlemini;39.981577;116.321221
red;googlemini;39.981611;116.320919
red;googlemini;39.981589;116.321133
red;googlemini;39.981552;116.321280
red;googlemini;39.981543;116.321297
red;googlemini;39.981511;116.321369
red;googlemini;39.981353;116.321349
red;googlemini;39.974996;116.332827
red;googlemini;39.973826;116.342637
red;googlemini;39.974083;116.342665
red;googlemini;39.974604;116.343029
red;googlemini;39.974429;116.343133
red;googlemini;39.974363;116.343156
red;googlemini;39.974388;116.343421
red;googlemini;39.974547;116.343411
red;googlemini;39.974500;116.343125
red;googlemini;39.974738;116.342884
red;googlemini;39.974726;116.343435
red;googlemini;39.974544;116.343080
red;googlemini;39.975278;116.325791
red;googlemini;39.974653;116.305772
red;googlemini;39.977924;116.300563
red;googlemini;39.977942;116.300554
red;googlemini;39.977958;116.300551
red;googlemini;39.977962;116.300543
red;googlemini;39.977961;116.300542
red;googlemini;39.978154;116.300752
red;googlemini;39.978277;116.300825
red;googlemini;39.978244;116.300799
red;googlemini;39.978206;116.300768
red;googlemini;39.978165;116.300739
red;googlemini;39.978135;116.300716
red;googlemini;39.978092;116.300690
red;googlemini;39.978019;116.300651
red;googlemini;39.978020;116.300637
red;googlemini;39.978012;116.300630
red;googlemini;39.978000;116.300621
red;googlemini;39.977993;116.300612
red;googlemini;39.977987;116.300595
red;googlemini;39.977847;116.300835
red;googlemini;39.979700;116.316383
red;googlemini;39.981143;116.321354
red;googlemini;39.981925;116.326318
red;googlemini;39.981931;116.326321
red;googlemini;39.981936;116.326323
red;googlemini;39.981940;116.326324
red;googlemini;39.981765;116.326319
red;googlemini;39.981802;116.321206
red;googlemini;39.981789;116.321239
red;googlemini;39.981790;116.321239
red;googlemini;39.981792;116.321243
red;googlemini;39.981794;116.321231
red;googlemini;39.981802;116.321215
red;googlemini;39.981807;116.321209
red;googlemini;39.981928;116.321253
red;googlemini;39.990576;116.328266
red;googlemini;39.990865;116.330112
red;googlemini;39.990830;116.330109
red;googlemini;39.990798;116.330108
red;googlemini;39.990775;116.330106
red;googlemini;39.990754;116.330091
red;googlemini;39.990767;116.330081
red;googlemini;39.990823;116.330099
red;googlemini;39.990831;116.330073
red;googlemini;39.990830;116.330041
red;googlemini;39.990811;116.329949
red;googlemini;39.990712;116.329887
red;googlemini;39.990715;116.329942
red;googlemini;39.990724;116.329949
red;googlemini;39.990718;116.329982
red;googlemini;39.990713;116.330065
red;googlemini;39.990608;116.330091
red;googlemini;39.990413;116.330125
red;googlemini;39.990436;116.329969
red;googlemini;39.990433;116.329990
red;googlemini;39.990412;116.330021
red;googlemini;39.990397;116.330047
red;googlemini;39.990387;116.330070
red;googlemini;39.990376;116.330095
red;googlemini;39.990360;116.330133
red;googlemini;39.990351;116.330185
red;googlemini;39.990327;116.330255
red;googlemini;39.990329;116.330283
red;googlemini;39.995687;116.326604
red;googlemini;40.006321;116.317719
red;googlemini;40.015625;116.310844
red;googlemini;40.013715;116.298100
red;googlemini;40.013458;116.296525
red;googlemini;40.013552;116.296523
red;googlemini;40.013312;116.296649
red;googlemini;40.013714;116.298105
red;googlemini;40.016476;116.310066
red;googlemini;39.998897;116.308884
red;googlemini;39.984105;116.316179
red;googlemini;39.981919;116.321386
red;googlemini;39.981988;116.321419
red;googlemini;39.981953;116.321405
red;googlemini;39.981931;116.321400
red;googlemini;39.981914;116.321420
red;googlemini;39.981927;116.321432
red;googlemini;39.981898;116.321434
red;googlemini;39.981552;116.321480
red;googlemini;39.981572;116.321296
red;googlemini;39.981548;116.321254
red;googlemini;39.981559;116.321246
red;googlemini;40.030149;116.362370
red;googlemini;40.030108;116.362399
red;googlemini;40.030077;116.362404
red;googlemini;40.030082;116.362409
red;googlemini;40.030075;116.362411
red;googlemini;40.030095;116.362406
red;googlemini;40.030122;116.362394
red;googlemini;40.030146;116.362393
red;googlemini;40.030176;116.362398
red;googlemini;40.030424;116.362524
red;googlemini;40.030337;116.362521
red;googlemini;40.030304;116.362537
red;googlemini;40.030278;116.362574
red;googlemini;40.030257;116.362600
red;googlemini;40.030437;116.362394
red;googlemini;40.030211;116.362485
red;googlemini;40.030233;116.362487
red;googlemini;40.030259;116.362445
red;googlemini;40.030272;116.362411
red;googlemini;40.030277;116.362162
red;googlemini;40.030202;116.360009
red;googlemini;40.030395;116.359950
red;googlemini;40.030262;116.360003
red;googlemini;40.030272;116.359993
red;googlemini;40.030275;116.359990
red;googlemini;40.030384;116.360053
red;googlemini;40.030707;116.360075
red;googlemini;40.030701;116.360076
red;googlemini;40.030718;116.360065
red;googlemini;40.030704;116.360053
red;googlemini;40.030675;116.360040
red;googlemini;40.030107;116.360036
red;googlemini;40.030095;116.360036
red;googlemini;40.030122;116.360072
red;googlemini;40.030289;116.360131
red;googlemini;40.025587;116.344062
red;googlemini;40.010726;116.337648
red;googlemini;39.999043;116.331859
red;googlemini;39.986236;116.326862
red;googlemini;39.979670;116.315205
red;googlemini;39.974731;116.309508
red;googlemini;39.974502;116.300605
red;googlemini;39.968094;116.300456
red;googlemini;39.968074;116.300471
red;googlemini;39.968208;116.300173
red;googlemini;39.968286;116.299947
red;googlemini;39.968135;116.300362
red;googlemini;39.968160;116.300283
red;googlemini;39.968071;116.300482
red;googlemini;39.968128;116.300429
red;googlemini;39.968129;116.300420
red;googlemini;39.968135;116.300410
red;googlemini;39.968395;116.300434
red;googlemini;39.974544;116.300392
red;googlemini;39.974603;116.311788
red;googlemini;39.979815;116.317917
red;googlemini;39.981814;116.318011
red;googlemini;39.978473;116.310517
red;googlemini;39.974534;116.300842
red;googlemini;39.968132;116.300399
red;googlemini;39.968130;116.300403
red;googlemini;39.968283;116.300512
red;googlemini;39.975237;116.300184
red;googlemini;39.983726;116.302087
red;googlemini;39.984019;116.312938
red;googlemini;39.989333;116.320958
red;googlemini;39.990799;116.330022
red;googlemini;39.990700;116.330231
red;googlemini;39.990605;116.330548
red;googlemini;39.990763;116.330398
red;googlemini;39.990708;116.330422
red;googlemini;39.991206;116.330493
red;googlemini;39.990680;116.330092
red;googlemini;39.991053;116.330082
red;googlemini;39.990824;116.329909
red;googlemini;39.990772;116.330013
red;googlemini;39.990853;116.329995
red;googlemini;39.990568;116.329902
red;googlemini;39.990466;116.330114
red;googlemini;39.990504;116.330177
red;googlemini;39.990497;116.330168
red;googlemini;39.990487;116.330163
red;googlemini;39.990384;116.330441
red;googlemini;39.990385;116.330293
red;googlemini;39.990400;116.330242
red;googlemini;39.990284;116.330535
red;googlemini;39.990423;116.330354
red;googlemini;39.990284;116.330388
red;googlemini;39.990214;116.330132
red;googlemini;39.990319;116.330325
red;googlemini;39.990239;116.330276
red;googlemini;39.990277;116.330054
red;googlemini;39.995601;116.326632
red;googlemini;40.005204;116.317779
red;googlemini;40.016420;116.310096
red;googlemini;40.013314;116.297171
red;googlemini;40.013472;116.296452
red;googlemini;40.013305;116.296720
red;googlemini;40.016642;116.309639
red;googlemini;39.999859;116.312368
red;googlemini;39.991160;116.320234
red;googlemini;39.981898;116.321403
red;googlemini;39.981870;116.321522
red;googlemini;39.981859;116.321489
red;googlemini;39.981852;116.321463
red;googlemini;39.981827;116.321460
red;googlemini;39.981796;116.321455
red;googlemini;39.981627;116.321331
red;googlemini;39.981587;116.321409
red;googlemini;40.013577;116.296478
red;googlemini;40.013685;116.298077
red;googlemini;40.016536;116.310030
red;googlemini;39.999318;116.308863
red;googlemini;39.988603;116.320879
red;googlemini;39.981906;116.321435
red;googlemini;39.981897;116.321443
red;googlemini;39.981875;116.321422
red;googlemini;39.981879;116.321415
red;googlemini;39.981864;116.321398
red;googlemini;39.981853;116.321377
red;googlemini;39.981836;116.321363
red;googlemini;39.981802;116.321352
red;googlemini;39.981761;116.321311
red;googlemini;39.981759;116.321312
red;googlemini;39.981739;116.321311
red;googlemini;39.981614;116.321263
red;googlemini;39.981631;116.321087
red;googlemini;39.981616;116.321091
red;googlemini;39.981586;116.321108
red;googlemini;39.981314;116.321133
red;googlemini;39.981257;116.321126
red;googlemini;39.981249;116.321129
red;googlemini;39.981236;116.321124
red;googlemini;39.981244;116.321135
red;googlemini;39.981407;116.321169
red;googlemini;39.981394;116.321145
red;googlemini;39.981618;116.321139
red;googlemini;39.984442;116.308769
red;googlemini;39.990716;116.293581
red;googlemini;39.996542;116.291715
red;googlemini;39.996537;116.291712
red;googlemini;39.996220;116.291990
red;googlemini;39.990156;116.293664
red;googlemini;39.981279;116.299604
red;googlemini;39.978084;116.300372
red;googlemini;39.978122;116.300370
red;googlemini;39.978144;116.300372
red;googlemini;39.978137;116.300402
red;googlemini;39.978094;116.300448
red;googlemini;39.977958;116.300710
red;googlemini;39.979606;116.315824
red;googlemini;39.982007;116.326314
red;googlemini;39.982001;116.326277
red;googlemini;39.982017;116.326278
red;googlemini;39.982026;116.326290
red;googlemini;39.982018;116.326292
red;googlemini;39.982039;116.326303
red;googlemini;39.982038;116.326304
red;googlemini;39.982032;116.326315
red;googlemini;39.982029;116.326318
red;googlemini;39.981989;116.326316
red;googlemini;39.981963;116.326317
red;googlemini;39.981957;116.326318
red;googlemini;39.981967;116.326322
red;googlemini;39.981975;116.326314
red;googlemini;39.981975;116.326314
red;googlemini;39.981975;116.326317
red;googlemini;39.981978;116.326317
red;googlemini;39.981973;116.326320
red;googlemini;39.981974;116.326326
red;googlemini;39.981973;116.326329
red;googlemini;39.981971;116.326332
red;googlemini;39.981764;116.321103
red;googlemini;39.981763;116.321125
red;googlemini;39.981766;116.321142
red;googlemini;39.981680;116.321131
red;googlemini;39.981601;116.321044
red;googlemini;39.981618;116.321064
red;googlemini;39.981874;116.321137
red;googlemini;39.981888;116.321141
red;googlemini;39.981884;116.321122
red;googlemini;39.981882;116.321111
red;googlemini;39.981881;116.321097
red;googlemini;39.981877;116.321089
red;googlemini;39.981891;116.321100
red;googlemini;39.981904;116.321068
red;googlemini;39.981889;116.321110
red;googlemini;39.981897;116.321102
red;googlemini;39.981889;116.321110
red;googlemini;39.981879;116.321120
red;googlemini;39.981875;116.321117
red;googlemini;39.981844;116.321107
red;googlemini;39.981844;116.321132
red;googlemini;39.981948;116.321199
red;googlemini;39.990731;116.329113
red;googlemini;39.990874;116.330054
red;googlemini;39.990607;116.330104
red;googlemini;39.990339;116.330065
red;googlemini;39.990376;116.330078
red;googlemini;39.990736;116.330030
red;googlemini;39.990656;116.330135
red;googlemini;39.990605;116.330150
red;googlemini;39.990415;116.330146
red;googlemini;39.990454;116.330089
red;googlemini;39.990419;116.330168
red;googlemini;39.990421;116.330186
red;googlemini;39.990351;116.330403
red;googlemini;39.990256;116.330019
red;googlemini;39.994734;116.314160
red;googlemini;40.007953;116.312462
red;googlemini;40.015596;116.302485
red;googlemini;40.013479;116.296526
red;googlemini;40.013773;116.298221
red;googlemini;40.015639;116.302986
red;googlemini;40.008619;116.312802
red;googlemini;39.993635;116.315062
red;googlemini;39.982002;116.321139
red;googlemini;39.981930;116.321134
red;googlemini;39.981876;116.321126
red;googlemini;39.981952;116.321437
red;googlemini;39.982057;116.321545
red;googlemini;39.981800;116.321244
red;googlemini;39.981728;116.321190
red;googlemini;39.981764;116.321363
red;googlemini;39.981668;116.321191
red;googlemini;39.981727;116.321247
red;googlemini;40.009650;116.315088
red;googlemini;40.006685;116.321221
red;googlemini;40.001266;116.321587
red;googlemini;39.999900;116.325670
red;googlemini;40.005170;116.322743
red;googlemini;40.006946;116.321100
red;googlemini;40.006837;116.321264
red;googlemini;40.006302;116.321105
red;googlemini;40.006232;116.325784
red;googlemini;40.007021;116.317628
red;googlemini;40.010315;116.314995
red;googlemini;40.009482;116.315022
red;googlemini;40.009588;116.314988
red;googlemini;40.009474;116.315032
red;googlemini;40.009928;116.315033
red;googlemini;40.009336;116.315066
red;googlemini;40.009754;116.315349
red;googlemini;40.005061;116.317934
red;googlemini;39.999778;116.324815
red;googlemini;39.999785;116.327400
red;googlemini;40.002188;116.324341
red;googlemini;40.009710;116.322575
red;googlemini;40.010198;116.321960
red;googlemini;40.010395;116.322225
red;googlemini;40.009784;116.322551
red;googlemini;40.005324;116.324466
red;googlemini;40.000071;116.327157
red;googlemini;40.010055;116.314962
red;googlemini;40.006717;116.320928
red;googlemini;40.006903;116.321074
red;googlemini;40.003713;116.321455
red;googlemini;40.000247;116.327501
red;googlemini;40.000871;116.327455
red;googlemini;40.007911;116.324226
red;googlemini;40.010806;116.322569
red;googlemini;40.010533;116.322152
red;googlemini;40.008321;116.324095
red;googlemini;39.999946;116.327326
red;googlemini;39.999920;116.327048
red;googlemini;39.994115;116.326920
red;googlemini;39.991605;116.330004
red;googlemini;39.991343;116.331655
red;googlemini;39.905201;116.471525
red;googlemini;39.901543;116.471532
red;googlemini;39.889382;116.471282
red;googlemini;39.876304;116.471055
red;googlemini;39.869729;116.459432
red;googlemini;39.869598;116.454594
red;googlemini;39.865304;116.452922
red;googlemini;39.862678;116.456141
red;googlemini;39.859165;116.460958
red;googlemini;39.861881;116.457895
red;googlemini;39.861323;116.457689
red;googlemini;39.858911;116.462718
red;googlemini;39.857649;116.468027
red;googlemini;39.856835;116.471820
red;googlemini;39.856676;116.471292
red;googlemini;39.858195;116.473982
red;googlemini;39.857989;116.484472
red;googlemini;39.855498;116.488914
red;googlemini;39.875505;116.483642
red;googlemini;39.905960;116.486455
red;googlemini;39.906606;116.507831
red;googlemini;39.907717;116.544417
red;googlemini;39.908451;116.567996
red;googlemini;39.907805;116.590898
red;googlemini;39.911562;116.601179
red;googlemini;39.921752;116.656642
red;googlemini;39.926494;116.728637
red;googlemini;39.941142;116.787622
red;googlemini;39.947002;116.782738
red;googlemini;39.947045;116.782871
red;googlemini;39.947118;116.782994
red;googlemini;39.947060;116.783059
red;googlemini;39.946733;116.782873
red;googlemini;39.946962;116.786811
red;googlemini;39.946743;116.790482
red;googlemini;39.946510;116.794715
red;googlemini;39.946002;116.792432
red;googlemini;39.945378;116.794553
red;googlemini;39.945313;116.794811
red;googlemini;39.945647;116.794552
red;googlemini;39.945479;116.794818
red;googlemini;39.945609;116.794685
red;googlemini;39.945400;116.795435
red;googlemini;39.944702;116.797760
red;googlemini;39.946003;116.793521
red;googlemini;39.945482;116.794900
red;googlemini;39.946892;116.795376
red;googlemini;39.947262;116.799921
red;googlemini;39.949059;116.800873
red;googlemini;39.951695;116.801651
red;googlemini;39.953808;116.799165
red;googlemini;39.952598;116.801790
red;googlemini;39.949060;116.793306
red;googlemini;39.939554;116.773237
red;googlemini;39.925213;116.722606
red;googlemini;39.921834;116.655656
red;googlemini;39.925687;116.635324
red;googlemini;39.917894;116.631966
red;googlemini;39.908622;116.581560
red;googlemini;39.908657;116.528257
red;googlemini;39.906821;116.505623
red;googlemini;39.907033;116.474578
red;googlemini;39.999907;116.327326
red;googlemini;40.004533;116.321421
red;googlemini;40.009575;116.315333
red;googlemini;40.009913;116.315005
red;googlemini;40.005904;116.318885
red;googlemini;40.005401;116.320859
red;googlemini;40.004582;116.321371
red;googlemini;39.999845;116.327198
red;googlemini;39.995838;116.328718
red;googlemini;39.994750;116.327916
red;googlemini;39.994509;116.328635
red;googlemini;39.994727;116.328068
red;googlemini;39.994438;116.328381
red;googlemini;39.996379;116.326667
red;googlemini;39.999888;116.327329
red;googlemini;39.998418;116.318427
red;googlemini;39.998267;116.318171
red;googlemini;39.998046;116.318202
red;googlemini;39.999787;116.327043
red;googlemini;39.997981;116.327924
red;googlemini;40.001756;116.324466
red;googlemini;40.009996;116.322271
red;googlemini;40.010867;116.322242
red;googlemini;40.010770;116.322007
red;googlemini;40.008458;116.324442
red;googlemini;40.002190;116.325450
red;googlemini;40.000039;116.327563
red;googlemini;40.004847;116.321278
red;googlemini;40.009893;116.314910
red;googlemini;39.984920;116.319600
red;googlemini;39.988162;116.318813
red;googlemini;39.988128;116.318817
red;googlemini;39.984933;116.319643
red;googlemini;39.985172;116.338597
red;googlemini;39.985920;116.366872
red;googlemini;39.998347;116.374262
red;googlemini;39.966735;116.365295
red;googlemini;39.966732;116.365158
red;googlemini;39.961440;116.359972
red;googlemini;39.966407;116.348367
red;googlemini;39.984935;116.347347
red;googlemini;39.985007;116.327683
red;googlemini;39.972793;116.331917
red;googlemini;39.981747;116.321323
red;googlemini;39.984858;116.320067
red;googlemini;39.994683;116.309275
red;googlemini;39.994643;116.308712
red;googlemini;39.991968;116.311380
red;googlemini;39.989582;116.314042
red;googlemini;39.989053;116.314438
red;googlemini;39.985247;116.320327
red;googlemini;39.984637;116.325713
red;googlemini;39.985357;116.344630
red;googlemini;39.992547;116.369977
red;googlemini;40.000400;116.377668
red;googlemini;40.020998;116.396812
red;googlemini;40.016355;116.451127
red;googlemini;40.062092;116.476065
red;googlemini;40.126815;116.477718
red;googlemini;40.145178;116.523458
red;googlemini;40.148742;116.536862
red;googlemini;40.149597;116.537507
red;googlemini;40.122818;116.548188
red;googlemini;40.116503;116.559218
red;googlemini;40.136510;116.546633
red;googlemini;40.147783;116.536998
red;googlemini;40.150530;116.535520
red;googlemini;40.131162;116.592293
red;googlemini;40.150632;116.539838
